DATA,TIP TIPSTER,ora,COTA,CINE,CAMP,GAZDE,G_LOC_TOTAL,G_ZI_TOTAL,G_U1_TOTAL,G_U2_TOTAL,G_U3_TOTAL,G_U4_TOTAL,G_U5_TOTAL,OASPETI,O_LOC_TOTAL,O_ZI_TOTAL,O_U1_TOTAL,O_U2_TOTAL,O_U3_TOTAL,O_U4_TOTAL,O_U5_TOTAL,1COTA,XCOTA,2COTA,SCOR,PAUZA,G_LOC_ACASA,G_ZI_ACASA,G_U1_ACASA,G_U2_ACASA,G_U3_ACASA,G_U4_ACASA,G_U5_ACASA,O_LOC_DEPL,O_ZI_DEPL,O_U1_DEPL,O_U2_DEPL,O_U3_DEPL,O_U4_DEPL,O_U5_DEPL
22/2/2021,,18.35,1,STEVE MASOL,AS,AL SABAB,1,V,I,V,V,V,V,AL AHLI,3.0,I,E,E,V,E,V,2.0,3.65,3.25,3.-0,1.-0,2,V,I,V,E,V,V,2.0,I,V,V,I,V,V
22/2/2021,,18.0,2,STEVE VORLEI,UCR,OLIMPIK DONETK,8,I,I,E,V,I,E,DNEPRO,12.0,V,V,I,I,I,I,3.05,3.4,2.33,0.-2,0.-0,8,I,E,V,E,I,I,11.0,V,I,I,I,V,I
22/2/2021,,20.3,1,TOBIAS MOLNER,GE2,GREUTER FURT,4,V,E,V,V,V,E,HOLSTEIN KIEL,3.0,I,V,V,V,E,V,2.5,3.4,2.8,2.-1,1.-1,9,V,V,V,E,V,I,1.0,I,V,E,V,E,V
22/2/2021,,18.45,2,TOBIAS PEDERSEN,OL2,YOUNG ALKMAR,18,I,V,I,V,E,I,GO AHED EAGLES,5.0,V,V,V,I,V,V,3.65,3.95,1.9,0.-3,0.-1,17,I,V,V,I,I,E,3.0,V,V,V,V,V,V
22/2/2021,,19.0,2,TOBY SARP,POR2,VARZIM,17,I,E,I,V,E,I,SPORTING COLIVIA,15.0,V,E,E,I,E,E,2.45,2.85,3.1,1.-2,0.-2,18,I,I,I,E,I,I,13.0,V,I,E,E,I,I
22/2/2021,,19.0,1,TOMAS KOZLOVSKI,GE3,WEHEN,6,V,V,V,V,E,E,UERDINGEN,16.0,I,V,E,E,I,V,2.05,3.35,3.75,3.-1,3.-1,6,V,V,E,E,V,V,10.0,I,V,E,V,E,E
22/2/2021,,17.0,2,TOMAS ZIGLER,AS,AL WEHDA,7,I,V,V,I,E,I,AL TAWOON,8.0,V,I,I,I,E,V,2.3,3.35,2.85,0.-2,0.-1,13,I,I,I,E,V,I,14.0,V,I,E,I,V,V
22/2/2021,,20.45,X,VALDEMAR PETERSEN,FR2,GUENGAMP,17,E,E,E,I,I,E,CAEN,11.0,E,V,E,E,I,I,2.3,3.2,3.3,2.-2,0.-1,19,E,E,I,E,E,E,15.0,E,E,I,I,E,V
22/2/2021,,19.0,1,VLADKO VIDATOVICI,GE3,WEHEN,6,V,V,V,V,E,E,UERDINGEN,16.0,I,V,E,E,I,V,2.05,3.35,3.75,3.-1,3.-1,6,V,V,E,E,V,V,10.0,I,V,E,V,E,E
23/2/2021,,14.3,1,ADALGISO RUSO,IND2,MOHAMEDAN,7,V,I,I,V,E,E,CHENAI CYTI,9.0,I,I,I,V,I,V,2.4,3.0,3.0,2.-1,0.-1,7,V,V,E,E,,,6.0,I,I,V,I,V,
23/2/2021,,18.0,X,ADAM KRIZ,FR3,LAVAL,11,E,E,E,I,I,V,CHOLET,5.0,E,V,I,E,I,I,1.98,3.0,4.1,0.-0,0.-0,12,E,E,I,V,E,I,13.0,E,E,I,I,E,V
23/2/2021,,20.0,X,ANDREAS FLEICHER,FR3,CONCARNEAU,7,E,V,E,E,I,E,ANNECI,18.0,E,I,E,E,V,E,2.25,2.95,3.35,0.-0,0.-0,13,E,E,I,E,V,V,16.0,E,E,V,I,I,I
23/2/2021,,17.0,2,ARIOSTO CREMONESI,TC2,ALTAY,5,I,V,I,V,V,I,ALTINORDU,6.0,V,E,V,V,V,I,2.0,3.4,3.45,1.-3,1.-0,6,I,I,I,V,V,V,5.0,V,V,V,I,I,E
23/2/2021,,13.0,1,BRUNO PELETIER,KE,TUSKER,1,V,V,V,V,V,V,NZOIA SUGAR,12.0,I,V,I,V,I,V,1.75,2.95,5.2,2.-1,0.-0,2,V,V,V,V,E,V,14.0,I,I,I,E,E,I
23/2/2021,,17.0,2,CAYDEN MILER,TC2,ALTAY,5,I,V,I,V,V,I,ALTINORDU,6.0,V,E,V,V,V,I,2.0,3.4,3.45,1.-3,1.-0,6,I,I,I,V,V,V,5.0,V,V,V,I,I,E
23/2/2021,,18.3,1,DIRK PETERS,AU2,DORNBIN,7,V,V,E,E,I,V,KAPFENBERG,10.0,I,V,V,V,E,I,2.7,3.5,2.5,3.-1,1.-1,15,V,E,I,I,I,E,7.0,I,V,I,I,V,I
23/2/2021,,13.0,2,DOMINIK RITER,TAI,TRAT,15,I,E,V,E,I,I,SUPHARBURI,14.0,V,I,I,I,V,I,2.85,3.75,2.15,0.-2,0.-0,16,I,E,I,I,I,I,15.0,V,I,I,I,I,I
23/2/2021,,23.3,1,ELIA YAZANDA,CO2,FORTALEZA,12,V,V,E,I,V,I,VALEDUPAR,1.0,I,V,V,V,V,I,1.9,3.1,4.25,3.-2,2.-1,10,V,E,V,I,,,1.0,I,V,V,V,,
23/2/2021,,23.3,1,FEJES VICTOR,CO2,FORTALEZA,12,V,V,E,I,V,I,VALEDUPAR,1.0,I,V,V,V,V,I,1.9,3.1,4.25,3.-2,2.-1,10,V,E,V,I,,,1.0,I,V,V,V,,
23/2/2021,,17.0,2,FINLAY BOWEN,TC2,ALTAY,5,I,V,I,V,V,I,ALTINORDU,6.0,V,E,V,V,V,I,2.0,3.4,3.45,1.-3,1.-0,6,I,I,I,V,V,V,5.0,V,V,V,I,I,E
23/2/2021,,20.45,2,FONS VERNIC,IRN,DUNGANON,12,I,E,I,I,V,I,GLENAVON,8.0,V,V,E,V,I,E,4.45,4.0,1.65,1.-2,0.-2,10,I,I,I,I,I,V,5.0,V,V,E,V,I,I
23/2/2021,,20.0,X,FRANCESCO GALO,FR3,ORLEANS,6,E,V,E,E,V,V,STADE BRIOCHIN,14.0,E,E,E,I,E,E,2.35,3.0,3.1,0.-0,0.-0,5,E,E,V,I,V,E,18.0,E,E,I,E,I,E
23/2/2021,,18.35,1,FREDRICH KNUDSEN,AS,AL NASR,9,V,I,I,E,V,E,AL HILAL,2.0,I,V,I,V,I,E,3.1,3.55,2.1,1.-0,1.-0,8,V,I,V,V,V,E,6.0,I,I,V,E,E,E
23/2/2021,,23.3,1,GASTON ROBLES,CO2,FORTALEZA,12,V,V,E,I,V,I,VALEDUPAR,1.0,I,V,V,V,V,I,1.9,3.1,4.25,3.-2,2.-1,10,V,E,V,I,,,1.0,,V,V,V,,
23/2/2021,,20.45,1,GIOVANI TONAER,IRN,CLIFTONVILE,5,V,V,E,V,I,E,BALYMENA UNITED,7.0,I,I,I,I,I,V,2.2,3.35,3.05,2.-1,1.-1,4,V,V,V,E,V,E,1.0,I,I,I,V,V,V
23/2/2021,,18.35,1,HAIDEN ASLEI,AS,AL NASR,9,V,I,I,E,V,E,AL HILAL,2.0,I,V,I,V,I,E,3.1,3.55,2.1,1.-0,1.-0,8,V,I,V,V,V,E,6.0,I,I,V,E,E,E
23/2/2021,,14.3,1,HENIO ZAWADZKI,IND2,MOHAMEDAN,7,V,I,I,V,E,E,CHENAI CYTI,9.0,I,I,I,V,I,V,2.4,3.0,3.0,2.-1,0.-1,7,V,V,E,E,,,6.0,I,I,V,I,V,
23/2/2021,,20.45,1,IGOR MATVEEV,EN2,WICOMBE,24,V,E,I,V,I,I,READING,5.0,I,I,V,I,I,E,4.0,3.45,1.95,1.-0,0.-0,23,V,I,I,E,I,V,6.0,I,V,E,E,V,E
23/2/2021,,14.1,X,JACOB MORTENSEN,AS,AL AIN,16,E,E,I,I,V,I,DAMAC,15.0,E,I,V,E,I,I,2.25,3.3,3.0,1.-1,0.-0,14,E,I,V,I,I,I,16.0,E,I,I,I,I,E
23/2/2021,,17.2,X,JAMES STUART,KU,AL ARABI,1,E,V,V,E,,,AL QADASIA,4.0,E,V,I,V,,,3.95,3.45,1.85,2.-2,1.-1,4,E,V,,,,,10.0,E,I,,,,
23/2/2021,,23.3,1,LIONELE DAVIDE,CO2,FORTALEZA,12,V,V,E,I,V,I,VALEDUPAR,1.0,I,V,V,V,V,I,1.9,3.1,4.25,3.-2,2.-1,10,V,E,V,I,,,1.0,I,V,V,V,,
23/2/2021,,14.55,2,LUCAS MORIZ,KU,AL SALMYAH,8,I,I,I,V,,,AL NASR,3.0,V,E,V,V,,,2.05,3.25,3.5,1.-3,0.-1,8,I,I,,,,,5.0,V,V,,,,
23/2/2021,,23.3,1,MARK EARNEST,CO2,FORTALEZA,12,V,V,E,I,V,I,VALEDUPAR,1.0,I,V,V,V,V,I,1.9,3.1,4.25,3.-2,2.-1,10,V,E,V,I,,,1.0,I,V,V,V,,
23/2/2021,,13.0,1,MATEO ANTUNOVICI,KE,TUSKER,1,V,V,V,V,V,V,NZOIA SUGAR,12.0,I,V,I,V,I,V,1.75,2.95,5.2,2.-1,0.-0,2,V,V,V,V,E,V,14.0,I,I,I,E,E,I
23/2/2021,,20.0,2,MAX STEFENS,EN4,COLCHESTER,20,I,I,E,E,I,E,EXETER,8.0,V,E,V,V,I,I,3.6,3.35,2.1,1.-2,0.-1,8,I,E,I,E,E,I,12.0,V,E,V,I,E,I
23/2/2021,,20.0,1,MIKAEL KESLER,EN4,BRADFORD CITI,13,V,V,V,I,V,V,LEITON ORIENT,11.0,I,E,E,E,I,I,2.2,3.3,3.4,1.-0,0.-0,15,V,V,V,E,V,I,20.0,I,E,I,I,I,I
23/2/2021,,19.0,X,MIKEL PEDERSEN,GE4SW,PIRMANSES,19,E,I,I,V,E,I,BAYERN ALZENAU,21.0,E,I,I,E,E,E,2.05,3.25,3.5,1.-1,1.-1,22,E,I,E,E,I,I,13.0,E,E,E,I,V,I
23/2/2021,,18.15,1,NOAH KRUSE,ELV2,AARAU,5,V,E,I,E,I,I,XAMAX,9.0,I,V,I,I,V,I,1.8,3.75,3.85,4.-0,2.-0,8,V,I,V,E,V,I,10.0,I,I,I,I,I,I
23/2/2021,,14.3,1,NORMAN MERCURE,IND2,MOHAMEDAN,7,V,I,I,V,E,E,CHENAI CYTI,9.0,I,I,I,V,I,V,2.4,3.0,3.0,2.-1,0.-1,7,V,V,E,E,,,6.0,I,I,V,I,V,
23/2/2021,,18.0,X,RENZO TREVISANO,FR3,LAVAL,11,E,E,E,I,I,V,CHOLET,5.0,E,V,I,E,I,I,1.98,3.0,4.1,0.-0,0.-0,12,E,E,I,V,E,I,13.0,E,E,I,I,E,V
23/2/2021,,17.2,X,STEVE MASOL,KU,AL ARABI,1,E,V,V,E,,,AL QADASIA,4.0,E,V,I,V,,,3.95,3.45,1.85,2.-2,1.-1,4,E,V,,,,,10.0,E,I,,,,
23/2/2021,,20.45,1,STEVE VORLEI,IRN,CLIFTONVILE,5,V,V,E,V,I,E,BALYMENA UNITED,7.0,I,I,I,I,I,V,2.2,3.35,3.05,2.-1,1.-1,4,V,V,V,E,V,E,1.0,I,I,I,V,V,V
23/2/2021,,23.3,1,TILER DAN,CO2,FORTALEZA,12,V,V,E,I,V,I,VALEDUPAR,1.0,I,V,V,V,V,I,1.9,3.1,4.25,3.-2,2.-1,10,V,E,V,I,,,1.0,,V,V,V,,
23/2/2021,,17.2,X,TOBIAS PEDERSEN,KU,AL ARABI,1,E,V,V,E,,,AL QADASIA,4.0,E,V,I,V,,,3.95,3.45,1.85,2.-2,1.-1,4,E,V,,,,,10.0,E,I,,,,
23/2/2021,,20.45,1,TOMAS KOZLOVSKI,EN2,WICOMBE,24,V,E,I,V,I,I,READING,5.0,I,I,V,I,I,E,4.0,3.45,1.95,1.-0,0.-0,23,V,I,I,E,I,V,6.0,I,V,E,E,V,E
23/2/2021,,17.15,X,VACLAV BRAIZDA,QA,AL WACRA,10,E,I,I,E,I,I,QATAR FC,4.0,E,V,E,I,V,E,4.1,3.2,1.9,0.-0,0.-0,8,E,I,I,V,I,E,8.0,E,V,I,V,V,I
23/2/2021,,17.0,2,VLADKO VIDATOVICI,TC2,ALTAY,5,I,V,I,V,V,I,ALTINORDU,6.0,V,E,V,V,V,I,2.0,3.4,3.45,1.-3,1.-0,6,I,I,I,V,V,V,5.0,V,V,V,I,I,E
23/2/2021,,18.0,X,WALID MORAIS,FR3,LAVAL,11,E,E,E,I,I,V,CHOLET,5.0,E,V,I,E,I,I,1.98,3.0,4.1,0.-0,0.-0,12,E,E,I,V,E,I,13.0,E,E,I,I,E,V
23/2/2021,,20.0,2,WILI PERMERO,EN4,CARLISLE,9,I,E,I,I,V,V,TRANMERE,6.0,V,E,I,V,V,V,2.08,3.3,3.75,2.-3,2.-2,3,I,I,V,E,V,V,9.0,V,V,E,E,V,I
24/2/2021,,14.3,X,ADALGISO RUSO,ELV1,VADUZ,10,E,V,I,V,E,V,LUZERN,8.0,E,V,I,V,E,I,3.5,3.6,2.05,1.-1,0.-1,10,E,V,V,E,I,I,7.0,E,V,I,I,I,V
24/2/2021,,20.45,2,ADAM KRIZ,EN2,BOURNEMONT,6,I,I,V,E,V,I,CARDIF,7.0,V,V,V,V,V,V,2.25,3.25,3.35,1.-2,0.-2,4,I,V,V,I,I,E,3.0,V,V,V,V,E,I
24/2/2021,,14.3,X,ANDREAS FLEICHER,ELV1,VADUZ,10,E,V,I,V,E,V,LUZERN,8.0,E,V,I,V,E,I,3.5,3.6,2.05,1.-1,0.-1,10,E,V,V,E,I,I,7.0,E,V,I,I,I,V
24/2/2021,,18.15,2,ARIOSTO CREMONESI,CO1,RIO NEGRO,14,I,E,E,I,E,V,LA EQIDAD,8.0,V,E,I,V,E,V,2.4,2.8,3.25,1.-2,1.-2,18,I,E,E,I,,,12.0,V,I,E,I,E,
24/2/2021,,14.0,1,CRISTIAN PAROT,AFS,GALAXI,11,V,E,V,E,V,I,BLOWFONTEN,10.0,I,E,V,I,V,E,2.1,2.95,3.75,1.-0,1.-0,15,V,I,I,E,I,E,16.0,I,I,E,I,I,E
24/2/2021,,22.0,1,DIRK PETERS,CH1,ZLIN,13,V,I,I,E,I,E,MLADA BOLESLAV,16.0,I,E,E,E,I,E,2.6,3.2,2.8,2.-1,0.-0,16,V,I,I,E,I,I,17.0,I,E,I,I,E,I
24/2/2021,,19.3,X,DOMINIK RITER,SC1,ST MIREN,6,E,E,E,E,I,V,MOTERWEL,9.0,E,I,I,V,I,V,1.98,3.4,3.95,0.-0,0.-0,7,E,E,E,I,V,I,8.0,E,V,I,V,I,E
24/2/2021,,16.0,2,EDI SADRIA,GE4W,BONER,21,I,V,E,I,I,I,WIEDENBRUEK,13.0,V,E,E,I,E,E,2.6,3.25,2.55,1.-2,1.-1,21,I,I,E,I,V,I,10.0,V,E,I,E,V,V
24/2/2021,,22.0,2,ELIA YAZANDA,CO1,RIO NEGRO,14,I,E,E,I,E,V,LA EQIDAD,8.0,V,E,I,V,E,V,2.4,2.8,3.25,1.-2,1.-2,18,I,E,E,I,,,12.0,V,I,E,I,E,
24/2/2021,,19.3,X,ERIC ASHONOV,SC1,ST MIREN,6,E,E,E,E,I,V,MOTERWEL,9.0,E,I,I,V,I,V,1.98,3.4,3.95,0.-0,0.-0,7,E,E,E,I,V,I,8.0,E,V,I,V,I,E
24/2/2021,,16.0,X,FINLAY BOWEN,IT3C,PAGANESE,16,E,V,E,V,I,V,CATANIA,5.0,E,E,I,V,E,V,3.85,3.0,2.05,0.-0,0.-0,15,E,V,V,V,I,I,8.0,E,I,E,I,V,V
24/2/2021,,14.0,1,FRANCESCO GALO,AFS,GALAXI,11,V,E,V,E,V,I,BLOWFONTEN,10.0,I,E,V,I,V,E,2.1,2.95,3.75,1.-0,1.-0,15,V,I,I,E,I,E,16.0,I,I,E,I,I,E
24/2/2021,,19.3,X,FREDRICH KNUDSEN,SC1,ST MIREN,6,E,E,E,E,I,V,MOTERWEL,9.0,E,I,I,V,I,V,1.98,3.4,3.95,0.-0,0.-0,7,E,E,E,I,V,I,8.0,E,V,I,V,I,E
24/2/2021,,19.0,1,GASTON ROBLES,AFS,GALAXI,11,V,E,V,E,V,I,BLOWFONTEN,10.0,I,E,V,I,V,E,2.1,2.95,3.75,1.-0,1.-0,15,V,I,I,E,I,E,16.0,I,I,E,I,I,E
24/2/2021,,14.3,X,GEORGE DAVIS,ELV1,VADUZ,10,E,V,I,V,E,V,LUZERN,8.0,E,V,I,V,E,I,3.5,3.6,2.05,1.-1,0.-1,10,E,V,V,E,I,I,7.0,E,V,I,I,I,V
24/2/2021,,18.15,1,GIOVANI TONAER,IS1,BNEI IEHUDA,14,V,E,I,I,I,E,HAPOEL IRONI,7.0,I,V,I,E,V,I,3.1,3.0,2.35,1.-0,1.-0,11,V,I,I,E,I,E,5.0,I,E,V,V,I,I
24/2/2021,,18.45,X,HAIDEN ASLEI,OL1,GRONINGEN,6,E,E,V,I,V,I,FEYENORD,4.0,E,E,V,V,I,I,3.45,3.55,2.08,0.-0,0.-0,5,E,V,V,E,I,V,5.0,E,E,I,I,V,I
24/2/2021,,15.0,1,HERMAN MARCEL,GR2,DOXA DRAMAS,10,V,E,V,E,V,I,ERGOTELIS,1.0,I,V,V,V,E,V,3.0,3.2,2.3,1.-0,1.-0,10,V,E,V,E,I,,2.0,I,V,E,V,V,
24/2/2021,,19.0,1,KRISTIAN HOOVER,AFS,GALAXI,11,V,E,V,E,V,I,BLOWFONTEN,10.0,I,E,V,I,V,E,2.1,2.95,3.75,1.-0,1.-0,15,V,I,I,E,I,E,16.0,I,I,E,I,I,E
24/2/2021,,16.0,1,MATEO ANTUNOVICI,CH1,ZLIN,13,V,I,I,E,I,E,MLADA BOLESLAV,16.0,I,E,E,E,I,E,2.6,3.2,2.8,2.-1,0.-0,16,V,I,I,E,I,I,17.0,I,E,I,I,E,I
24/2/2021,,14.3,X,MAX STEFENS,ELV1,VADUZ,10,E,V,I,V,E,V,LUZERN,8.0,E,V,I,V,E,I,3.5,3.6,2.05,1.-1,0.-1,10,E,V,V,E,I,I,7.0,E,V,I,I,I,V
24/2/2021,,18.45,X,MIKEL PEDERSEN,OL1,GRONINGEN,6,E,E,V,I,V,I,FEYENORD,4.0,E,E,V,V,I,I,3.45,3.55,2.08,0.-0,0.-0,5,E,V,V,E,I,V,5.0,E,E,I,I,V,I
24/2/2021,,20.0,X,RYAN GRAY,GE3,DINAMO DRESDA,1,E,V,V,V,I,V,BAYERN MUN II,13.0,E,I,E,V,I,E,2.05,3.45,3.65,1.-1,1.-0,3,E,V,V,V,E,V,15.0,E,E,E,V,E,V
24/2/2021,,19.3,X,STEVE MASOL,SC1,ST MIREN,6,E,E,E,E,I,V,MOTERWEL,9.0,E,I,I,V,I,V,1.98,3.4,3.95,0.-0,0.-0,7,E,E,E,I,V,I,8.0,E,V,I,V,I,E
24/2/2021,,19.0,1,TOBIAS PEDERSEN,AFS,GALAXI,11,V,E,V,E,V,I,BLOWFONTEN,10.0,I,E,V,I,V,E,2.1,2.95,3.75,1.-0,1.-0,15,V,I,I,E,I,E,16.0,I,I,E,I,I,E
24/2/2021,,18.15,1,TOBY SARP,IS1,BNEI IEHUDA,14,V,E,I,I,I,E,HAPOEL IRONI,7.0,I,V,I,E,V,I,3.1,3.0,2.35,1.-0,1.-0,11,V,I,I,E,I,E,5.0,I,E,V,V,I,I
24/2/2021,,17.3,2,TOMAS ZIGLER,SP3B,NUMANCIA,8,I,E,V,E,I,V,LEONESA,3.0,V,I,E,E,V,E,2.4,2.6,3.5,0.-2,0.-0,4,I,E,V,E,V,V,1.0,V,I,V,V,E,E
24/2/2021,,19.0,1,VLADKO VIDATOVICI,AFS,GALAXI,11,V,E,V,E,V,I,BLOWFONTEN,10.0,I,E,V,I,V,E,2.1,2.95,3.75,1.-0,1.-0,15,V,I,I,E,I,E,16.0,I,I,E,I,I,E
25/2/2021,,16.0,X,ADAM KRIZ,RO2,GLORIA BUZAU,11,E,I,E,E,V,E,RAPID BUCURESTI,3.0,E,E,V,E,V,V,3.2,3.15,2.2,0.-0,0.-0,12,E,E,V,V,I,I,6.0,E,V,V,I,I,I
25/2/2021,,17.0,2,ANDREAS FLEICHER,TC2,BURSASPOR,10,I,I,E,I,I,V,MENEMENSPOR,15.0,V,V,E,I,I,V,2.55,3.2,2.65,0.-1,0.-0,10,I,E,I,V,V,I,13.0,V,I,V,I,I,E
25/2/2021,,14.0,X,ARIOSTO CREMONESI,TC2,ANCARASPOR,17,E,I,I,I,V,E,TUZLASPOR,8.0,E,I,E,V,V,I,3.85,3.25,1.95,0.-0,0.-0,16,E,I,V,I,I,E,6.0,E,E,V,I,I,V
25/2/2021,,13.0,1,BRUNO PELETIER,AZB,ZIRA,3,V,E,E,V,I,E,NETFCI,1.0,I,V,V,V,V,V,3.35,2.95,2.25,1.-0,0.-0,3,V,E,V,E,V,E,1.0,I,V,V,V,V,E
25/2/2021,,23.0,1,CRISTIAN PAROT,CO1,JAGUARES,9,V,E,V,I,I,E,DEPORTIVO PEREIRA,19.0,I,E,I,I,I,E,1.95,3.15,3.95,2.-0,2.-0,9,V,V,I,V,V,,17.0,I,I,I,I,E,
25/2/2021,,17.0,2,FRANCESCO GALO,TC2,BURSASPOR,10,I,I,E,I,I,V,MENEMENSPOR,15.0,V,V,E,I,I,V,2.55,3.2,2.65,0.-1,0.-0,10,I,E,I,V,V,I,13.0,V,I,V,I,I,E
25/2/2021,,17.0,2,GIOVANI TONAER,TC2,BURSASPOR,10,I,I,E,I,I,V,MENEMENSPOR,15.0,V,V,E,I,I,V,2.55,3.2,2.65,0.-1,0.-0,10,I,E,I,V,V,I,13.0,V,I,V,I,I,E
25/2/2021,,13.0,1,JACOB MORTENSEN,AZB,ZIRA,3,V,E,E,V,I,E,NETFCI,1.0,I,V,V,V,V,V,3.35,2.95,2.25,1.-0,0.-0,3,V,E,V,E,V,E,1.0,I,V,V,V,V,E
25/2/2021,,16.0,1,LUCAS MORIZ,EG,AL ITIHAD,12,V,I,E,V,I,V,WADI DEGLA,18.0,I,I,I,E,I,I,2.15,2.85,3.75,2.-1,0.-1,15,V,I,V,E,E,,18.0,I,I,I,I,E,E
25/2/2021,,14.3,2,MAIK HOPE,UAE,AL FURAIJAH,12,I,I,V,I,I,I,AL ITIHAD KALBA,9.0,V,E,I,V,I,I,2.6,3.45,2.45,0.-3,0.-1,9,I,V,I,V,I,V,7.0,V,E,I,I,I,E
25/2/2021,,13.0,1,MATEO ANTUNOVICI,AZB,ZIRA,3,V,E,E,V,I,E,NETFCI,1.0,I,V,V,V,V,V,3.35,2.95,2.25,1.-0,0.-0,3,V,E,V,E,V,E,1.0,I,V,V,V,V,E
25/2/2021,,16.0,1,RENZO TREVISANO,EG,AL ITIHAD,12,V,I,E,V,I,V,WADI DEGLA,18.0,I,I,I,E,I,I,2.15,2.85,3.75,2.-1,0.-1,15,V,I,V,E,E,,18.0,I,I,I,I,E,E
25/2/2021,,14.3,2,RYAN GRAY,UAE,AL FURAIJAH,12,I,I,V,I,I,I,AL ITIHAD KALBA,9.0,V,E,I,V,I,I,2.6,3.45,2.45,0.-3,0.-1,9,I,V,I,V,I,V,7.0,V,E,I,I,I,E
25/2/2021,,16.0,1,STEVE VORLEI,EG,AL ITIHAD,12,V,I,E,V,I,V,WADI DEGLA,18.0,I,I,I,E,I,I,2.15,2.85,3.75,2.-1,0.-1,15,V,I,V,E,E,,18.0,I,I,I,I,E,E
25/2/2021,,17.0,2,TOBIAS MOLNER,TC2,BURSASPOR,10,I,I,E,I,I,V,MENEMENSPOR,15.0,V,V,E,I,I,V,2.55,3.2,2.65,0.-1,0.-0,10,I,E,I,V,V,I,13.0,V,I,V,I,I,E
25/2/2021,,16.0,X,TOMAS KOZLOVSKI,RO2,GLORIA BUZAU,11,E,I,E,E,V,E,RAPID BUCURESTI,3.0,E,E,V,E,V,V,3.2,3.15,2.2,0.-0,0.-0,12,E,E,V,V,I,I,6.0,E,V,V,I,I,I
25/2/2021,,14.3,2,VALDEMAR PETERSEN,UAE,AL FURAIJAH,12,I,I,V,I,I,I,AL ITIHAD KALBA,9.0,V,E,I,V,I,I,2.6,3.45,2.45,0.-3,0.-1,9,I,V,I,V,I,V,7.0,V,E,I,I,I,E
26/2/2021,,20.45,1,ADALGISO RUSO,IRN,LINFILD,1,V,I,E,E,V,V,LARNE,2.0,I,I,V,E,E,V,2.2,3.35,3.05,2.-1,1.-0,4,V,I,E,V,V,V,5.0,I,I,V,E,V,E
26/2/2021,,18.45,1,ADAM KRIZ,AU2,AUSTRIA WIEN AM,16,V,V,I,E,E,I,JUNIOR OOE,12.0,I,V,I,I,V,I,2.25,3.65,3.0,3.-1,0.-0,16,V,I,E,I,I,E,8.0,I,V,I,I,I,E
26/2/2021,,19.3,2,ANDREAS FLEICHER,RO1,DINAMO BUC,12,I,I,E,I,I,V,VIITORUL,13.0,V,I,I,I,E,E,3.0,3.15,2.5,0.-5,0.-3,10,I,E,I,V,I,I,12.0,V,I,I,E,E,E
26/2/2021,,21.0,X,ARIOSTO CREMONESI,IT2,EMPOLI,1,E,E,E,E,E,V,VENEZIA,3.0,E,V,V,V,V,E,2.2,3.25,3.45,1.-1,0.-1,2,E,E,V,V,E,E,6.0,E,V,V,E,I,E
26/2/2021,,16.0,X,BRUNO PELETIER,EG,AL MASRY,4,E,E,V,E,V,V,CERAMICA CLEOPATRA,5.0,E,E,V,E,E,V,2.45,2.75,3.2,2.-2,2.-2,9,E,E,I,V,V,E,7.0,E,V,E,I,E,E
26/2/2021,,19.0,X,CAYDEN MILER,DAN1,VEJLE,9,E,I,E,V,E,E,HORSENS,12.0,E,E,I,I,I,I,2.15,3.15,3.7,0.-0,0.-0,10,E,E,E,I,I,I,12.0,E,I,I,I,E,I
26/2/2021,,19.0,X,CRISTIAN PAROT,SP2,SABADEL,18,E,I,E,V,E,E,ALBACETE,21.0,E,I,I,I,V,V,2.15,3.1,3.4,0.-0,0.-0,22,E,E,E,E,E,E,17.0,E,I,V,V,V,I
26/2/2021,,21.0,X,DIRK PETERS,URG,LIVERPOOL,1,E,V,V,E,V,V,PENAROL,4.0,E,V,E,V,E,V,3.1,3.05,2.3,1.-1,0.-1,3,E,V,V,E,,,2.0,E,V,E,V,V,V
26/2/2021,,19.0,X,DOMINIK RITER,DAN1,VEJLE,9,E,I,E,V,E,E,HORSENS,12.0,E,E,I,I,I,I,2.15,3.15,3.7,0.-0,0.-0,10,E,E,E,I,I,I,12.0,E,I,I,I,E,I
26/2/2021,,19.0,1,EDI SADRIA,DAN2,HELSINGOER,6,V,V,V,I,I,I,FREDERICIA,5.0,I,I,I,E,I,I,2.25,3.15,3.1,1.-0,1.-0,8,V,I,I,V,I,E,7.0,I,I,I,V,V,I
26/2/2021,,19.0,1,ELIA YAZANDA,DAN2,HELSINGOER,6,V,V,V,I,I,I,FREDERICIA,5.0,I,I,I,E,I,I,2.25,3.15,3.1,1.-0,1.-0,8,V,I,I,V,I,E,7.0,I,I,I,V,V,I
26/2/2021,,21.0,X,ERIC ASHONOV,IT2,EMPOLI,1,E,E,E,E,E,V,VENEZIA,3.0,E,V,V,V,V,E,2.2,3.25,3.45,1.-1,0.-1,2,E,E,V,V,E,E,6.0,E,V,V,E,I,E
26/2/2021,,19.0,1,FEJES VICTOR,ELV2,CHIASO,10,V,I,E,E,E,I,WIL,7.0,I,E,V,E,V,V,2.85,3.2,2.4,1.-0,1.-0,10,V,E,E,I,I,V,8.0,I,E,V,I,I,I
